,PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9
1875,-0.8692913451416658,0.3988594582629455,-0.8254826881952598,0.10608754697996406,-0.026470369043499822,-0.06331626215494324,0.00618955695732018,-0.049670998409210694,0.03931171867038377,0.01676736710704351
6881,-0.8664645245719189,0.350483518979848,-0.4520269990434956,-0.2819943389618301,-0.007963159745533056,0.20906032951046585,0.1446099970749487,-0.09258560853811902,0.01915902226297244,0.07901993288958252
7467,-0.8656094615975882,0.42691897474448237,-1.0497461484139385,0.0015440092242359385,0.11544891833314858,0.09761751881222065,-0.2083682230776135,-0.14819839181885297,0.030450815214817666,-0.16733626922815065
7968,-0.8677706721243441,0.22826959389513052,0.47387814458836724,-0.33981297853022885,0.5976846781195903,0.4486128082643264,-0.12191692704712567,-0.08513286301779628,0.03384787134332135,0.19592217047461816
4285,0.6895779647478777,-0.6987444150654903,0.3547491139470843,0.0933803872815122,-0.7222603998806361,0.13014537249920227,-0.2595990073300307,-0.1863484706125689,-0.08066611639221824,-0.009669014639446818
8582,-0.860983410403828,0.31932377710011095,-0.305460251517124,-0.6960778795276215,0.08322010342978367,-0.20641553476279725,-0.052617222349397176,-0.0001706636529481592,0.06012584358544404,0.18069113663124378
9671,-0.8683558564411651,0.27455543772957625,0.14078487171929413,-0.2223585411717012,-0.4290866598864136,0.023137092679507993,-0.2707889685229342,-0.19848279427310628,0.0415319957426671,-0.045277555192811944
3859,-0.8737965968414182,0.34280139340065385,-0.30196389877185525,0.33027723685910443,-0.4573256525155345,0.337573826660798,-0.11042408750032522,-0.1362923911686731,0.046764251779907215,0.14266994276239342
4648,-0.8706069905577248,0.18486348435429692,0.7959225857728909,-0.26901311764623836,0.3179453893726004,-0.0013821499213615075,-0.3321568242762584,-0.10491296100553188,0.053623895023640164,0.1112876943974671
3817,-0.8689553476320024,0.31651300450651154,-0.11473464352559508,0.2979943403925429,-0.5452501541096361,-0.2522654487960661,-0.2966246248611318,0.5308342162503137,0.16301117591280662,-0.1395100669668665
9183,-0.8747097169066594,0.25689838331972753,0.33677905399247254,0.24418674930585121,-0.7600373334923977,0.04123364876450936,-0.34982605274352135,-0.19416579426083924,0.05953113564341114,-0.029948010389938266
8970,-0.863908472826272,0.2511071041000308,0.29855488797467455,-0.6823128869472037,-0.2328467705877427,0.22613253706895456,0.014917237417929123,0.10379006557977524,0.06559310207713284,0.08524106112753971
9654,-0.8742703225148793,0.2741300018416772,0.18883978883603783,0.03890408596185148,-0.5431254520368106,0.12679390875334312,-0.07674856986855454,-0.20467662621255195,0.023102817343858325,-0.042581987453420976
6378,-0.8683813249418517,0.38786604902486416,-0.7115400350277972,0.1099477898503302,-0.07283257006929722,-0.09830639655497726,0.07874306449928833,-0.019604638466947575,0.04177329318277165,0.19491562075724128
4839,-0.858842316428077,0.2630788981655262,0.2188157041131873,-0.7173567253802602,-0.2263115100926091,0.3086531363858621,-0.11461336692422557,0.22846491606105718,0.11273540759286182,0.3773104826705114
1578,0.6854937514215905,-0.6154480518602665,-0.3455650275050891,0.23132414277088983,-0.3331184887202104,-0.3321625040980378,0.1304877375088062,-0.08554822012464346,-0.10791439765412475,-0.10379317073409959
965,3.2488299580843165,2.0346643330688416,0.5159346446366321,0.6986937595686055,0.10674202608332543,-0.017625612168984395,-0.17228235093437613,-0.2147984042642565,-0.0855878858543365,-0.198644287983335
8097,-0.8781453697261297,0.23105159053421248,0.5330988326456445,0.40649751939805395,0.13911277950438952,0.09760240889741553,-0.227687315480016,0.0427825791696296,0.06251447276896707,-0.045117017391341774
4258,0.7032448909291797,-0.5348851873608311,-0.9616986161681751,-0.03643570662012108,0.01736344617517142,-0.020897737433669128,-0.18599541277646284,-0.07863687711670694,-0.07758161228797783,0.10103671701678439
2108,0.6903460405802456,-0.5931349307531777,-0.47776286351673364,0.2712634252047342,-0.35354067894464963,-0.14620437059630512,-0.08713431235898268,0.5429223259326753,0.008678540743944847,-0.23774056713227978
7839,-0.8722201328040232,0.1624608132836162,0.9797797978965195,-0.6533743926987778,-0.5543462917512427,0.2677407086195453,0.006120229822706942,-0.21266583297843092,0.010701558011953707,-0.1507922277662651
1511,0.7000610332214796,-0.6670296590242203,0.045474638038494365,-0.09222567206298349,0.3364246941058365,-0.2950904072345981,-0.3425290679034439,-0.055729973489644424,-0.06514250073735858,0.22096403268749093
1885,-0.8709470302533008,0.24418829293549457,0.33394404553828044,-0.6275824525343066,-0.20725643290724322,0.19394786547048035,0.29867372392290015,-0.1276574519397395,-0.0011576757995032314,0.04505879546455942
3977,3.2652711665374503,2.137470053506278,-0.3425573655327881,-0.10241352408431036,-0.05585372774191705,-0.1294440768692419,-0.11239129358599817,-0.04777843956989267,-0.04542842326404581,0.16743701906291156
6501,0.6899631004365402,-0.6143189299416617,-0.2160972076631187,0.2868758617546941,-0.4515336575830532,0.4450289655286768,0.32744608052186974,0.3894118434217004,-0.03952824222819033,0.22123902710915144
8733,-0.8660430698605136,0.42441877498472924,-1.037600883219309,0.07551027447372759,0.0699505832393736,0.10956936044234614,-0.272332097982048,-0.1241784831533934,0.042755067507815686,-0.17193586534966412
9852,-0.8629675474447395,0.2401271275423113,0.3611190929918779,-0.7101976916975196,-0.2866349690688176,0.10580821191721522,-0.19940714144911148,-0.1463598994206906,0.04441252438437038,0.05999051296136573
1102,0.68006201964724,-0.6904432714801075,0.24143792365445763,0.5550754877059053,0.23611960260290193,-0.39113608018721574,-0.08039866547662804,-0.07697906223736484,-0.10118227835598301,-0.11006549870109687
7321,-0.8749881223527433,0.18616950672390387,0.8142763748667737,-0.13245743337077018,0.3271582219701053,0.1776317778652768,-0.1261135757416814,-0.09898584169247908,0.03420278626735299,0.08798379074339019
1748,-0.8801397619439779,0.2397999700891001,0.4593165155768767,0.3511322308567477,-0.10186536185676068,-0.0647838719815797,-0.033870001682152005,-0.161847687152169,0.016680253386217956,-0.05983601375964576
8665,-0.8755118451210334,0.28251665353278704,0.05626105208821121,-0.1464531156018581,-0.3597356250879543,0.2140862647082615,-0.049124025770543076,-0.15594734463424753,0.025049283728803537,-0.15488713246102895
9037,-0.8732104138688889,0.3671261120153604,-0.6020113081322005,0.10735333387379736,-0.19141874492029015,-0.15933070024556592,-0.117313370865959,0.014205704823063619,0.07356127974802688,0.12569137855339987
8244,-0.8650100631598556,0.28625822760405956,-0.015061496750499706,-0.5674048930959948,-0.0861444972223299,-0.28454195307872626,0.02692293562768638,0.2956316280150253,0.08410877077748093,-0.18600981439819048
2408,0.6864876624851528,-0.647195871719698,-0.012266257755088487,0.35972283983840153,-0.6436443212590913,0.1781994019071131,-0.03444072861708746,0.08395873883125697,-0.05750916834027533,0.006022799846949154
7793,-0.8624822925780224,0.34069359435167945,-0.48690361073158683,-0.6949695926788585,0.20377056533522084,-0.13416456334880864,-0.019394166739940214,-0.1048845035786853,0.020044672253664755,-0.1457555669514191
8205,-0.8665231133311416,0.2362433265813709,0.38311790214659197,-0.6813709606601421,-0.27665396910194245,0.08583651391238482,-0.04828251463996049,-0.1822825147891446,0.01863387842922961,-0.06523669081251844
3830,0.6984734011770752,-0.6826659796606696,0.06991361882203863,-0.6567749679945116,-0.17945513411606442,-0.38441143915990617,-0.17392088924629462,-0.04758892608202917,-0.06975698925572592,0.012030612586583755
8910,-0.8733878384632576,0.30829939892268554,-0.12633058779261613,0.07641458146308917,-0.3687772686806334,-0.3309734828292536,-0.13371151625805547,-0.12448895585070484,0.04259102742495016,-0.10653137048290655
9558,-0.8688240972725019,0.33284772367972176,-0.3451961977301672,-0.11100115682093908,-0.19955051056202894,-0.24538062983936215,-0.21413948447167827,-0.159692386378194,0.033904863876583924,-0.18233702336231827
5478,-0.8688641377056475,0.3122695297982612,-0.25428029877279473,-0.6134847081254452,0.12059862851986347,-0.2900036564377871,0.32083254136558703,-0.09515831533504332,-0.01230723628896053,-0.1806184771408258
6764,-0.8732031609070029,0.29159630651035173,0.09686618887257431,0.07782116821263942,-0.46943239993926017,0.29512631594476596,0.20744823448195499,0.22342599102118607,0.07464637678828949,0.1376161233318499
413,-0.8802443980481849,0.281455362002015,0.13168112614660515,0.37262151539120664,0.2362932461320883,-0.03117270414029753,0.15857579257106122,-0.009025049466055823,0.010020617592423887,-0.11134123454423249
3908,0.697183320534962,-0.6774017126474069,0.030000415192383445,-0.6419105257847596,-0.14522807524552797,-0.3965018900728245,-0.11120634803668128,-0.09930375317346904,-0.09478255759852301,-0.13836443496672624
3404,0.6928571467883307,-0.711047624692211,0.33372231306548794,-0.3188813943031964,0.5387892043615691,0.022180302816339578,-0.1692025772139117,-0.1553442325374906,-0.1179887312775134,-0.1341084338036152
1190,0.6978085211295552,-0.6604902579547702,-0.011633719541677166,-0.6070749747299677,-0.10649649403632616,0.14729385667042363,0.2392368435923277,0.268899686600399,-0.07152898235481737,-0.07151470711856704
2957,0.6972720645392355,-0.6084814191806894,-0.42885806046128877,-0.18670534881992712,-0.17841517713133365,-0.23163371677587596,-0.11649824518482803,0.02928599892411854,-0.04876756743058605,0.2894283362276501
8762,3.273129293120338,2.1697802433486713,-0.536131437421641,-0.19126675947105584,0.04238678907822692,0.6186899214535527,-0.30667891360122973,0.29907391471403094,0.00019203972386076315,-0.30092182249631444
8154,-0.8800314594888903,0.2763512874800425,0.19535490899196228,0.6533217213183715,0.09570892736279245,0.07134644050654516,-0.2406460645279032,-0.07765520801967578,0.06112995599247394,0.18343273447534303
7092,-0.8706742139128312,0.26412341113970345,0.15980950234939287,-0.29347911978540486,0.5040781248879228,-0.18350454083447454,0.024433916597040875,-0.023042407842893717,0.033815435274165265,0.1462786132662758
2805,0.6870518750743541,-0.794717469923983,1.025735849432156,-0.2659892717046503,0.2351708018333615,0.24233261219625024,-0.05123352868865646,-0.1810833254975822,-0.13029812903280888,-0.1253278739550288
1040,-0.8733164026140297,0.38487188474351675,-0.7386614972548284,0.2520420888818134,0.7214162496044676,0.0913034568533289,-0.07795945258541145,-0.10888666738882599,0.009171266484539928,-0.21649586734621062
6136,-0.8713402918112776,0.21486107423621245,0.577057816121197,-0.611412600045878,-0.3198024899622897,0.1419152192149184,0.2839087685374985,0.06118248681262021,0.02107435197194413,-0.17018709784558603
3259,0.6892063587684282,-0.6350162246951044,-0.16842746953991805,0.2689003270184232,-0.5017756919849669,-0.4027862287059124,-0.09607578929841147,-0.09348849606228685,-0.08283927675452535,-0.02279978462925031
7347,-0.8724983547351213,0.3459801258885173,-0.4413635809342848,0.01590939080822484,-0.1626546349138955,-0.2237806774998282,0.0644856968828134,-0.05088416954541858,0.03783695574509781,-0.003266365415769781
321,0.6823025120824386,-0.6485614156293573,-0.005210926353844071,0.68779393158979,0.09847427690647355,-0.2612011553648212,0.11620948556296837,0.5635010421643502,-0.015035523086643236,-0.1366843943855912
9951,-0.8820333131773586,0.3294551157893862,-0.24973136068654542,0.6150586344159714,0.3253974828008654,-0.18108772466863998,0.1340382466660334,-0.06695116346821163,0.010958023898268112,-0.013154634707746249
6749,-0.8606564727895737,0.3899127989652808,-0.8622613778403204,-0.7076914326604208,0.4234431766672508,0.05168012220385227,0.010243205999081822,-0.11829849031757994,0.0050306949639464665,-0.2169550596388375
9525,0.6953814371347565,-0.6934175157536163,0.32955739658358596,0.1731279464684789,0.24612386822174015,-0.044248992948658306,-0.2111776104191762,0.43315174084366237,0.005096840199582272,0.2236920056081857
4269,0.6958143557062779,-0.6602339167609607,0.012234518693908064,-0.10476221531421617,-0.4238076668419004,-0.4286207617650907,-0.16406894900265198,-0.10623646220427554,-0.08020565517671456,0.07167428516615271
3774,0.6993359210117518,-0.5802658924362604,-0.6193551874948158,-0.012643743447199374,-0.20839339261561096,-0.130734156398883,-0.31396515674051567,0.09856804883470632,-0.02227256015511048,0.23668710562356282
1817,-0.8678426541019376,0.3776924733134805,-0.5917352652573337,0.11639234395693535,-0.13733111343339532,0.02339091422621921,0.16324955836531135,0.1650493310373493,0.06197709034753622,0.15892892532371197
1075,0.6818005933808585,-0.6599557796200489,-0.05760325048941443,-0.03324702682569744,-0.32872489598112903,-0.43604643126870385,0.20350361684360627,-0.0766648921070655,-0.11885022551666682,-0.2490599032844722
7040,-0.8706333060484924,0.4281696017302388,-1.0627894187973141,-0.033082725555620376,0.1779718134478947,0.0899536064071406,-0.003139255215941904,-0.1727557853617116,0.001381991106215154,-0.2646390448703376
145,0.695333665267483,-0.6480202497362476,-0.09186757516546452,-0.5673031539249992,-0.0323671521344989,0.28879290582517153,0.5226094316323199,0.33882756188929664,-0.0803003955456958,0.07889714834506073
9005,-0.8722018107828937,0.31276932430528664,-0.13779776069216915,-0.020499866418669653,-0.3363728302941603,0.14309125211920368,0.005117931558904051,-0.11063611488432788,0.034723492798054666,0.07723009863491904
3380,0.688939241887979,-0.5896588728015808,-0.5368725055731699,0.3177367156873328,-0.36363007131606784,-0.21317720241576013,-0.08354696629230399,0.04988170589346474,-0.04331887345411316,0.25978591795375167
559,0.6817847019659247,-0.6821922540530572,0.21497977330112272,0.3707391819006693,0.14771071322598653,0.13615581101536148,0.13461776965205557,-0.13427997567007666,-0.1324170934966302,-0.05736161805778673
2909,0.6804344503233374,-0.7095925212511857,0.3953608189562291,0.3615791125477482,-0.017034197738814327,-0.049436826452753824,-0.14499171746790848,-0.14111094219271744,-0.10192646104931982,-0.14585001964134134
2781,0.6985744275777537,-0.6673275417338931,0.007388486492144977,-0.539703070903042,-0.19201726466117855,-0.056403896375073204,-0.06717496906752199,-0.1495864476138116,-0.10613971147726828,-0.058843937938996366
4365,0.6930825232859479,-0.7513112565896993,0.6671649904895678,-0.3218962614329523,0.37851185583582725,0.1335804698696863,-0.2764212931741814,-0.13892812374718866,-0.09388956350818346,0.02812895000340309
517,0.6923927389197313,-0.5823144165964259,-0.5178498047869371,0.12433999741486086,-0.19587729059498046,0.4116972273087002,0.36043626969860343,-0.09790496025097073,-0.1272074062520924,0.17717639730461018
7601,3.650580000442329,-1.536782946975834,-0.0421068024428214,-0.2517433725210438,0.7541459688795096,0.06334351540363922,0.14486607997490678,-0.19158738664904212,1.7755176309960499,-0.01004328859376803
7069,-0.8702221419111252,0.2993431646202808,-0.12562578080393993,-0.4640818117105986,-0.06434832456582674,-0.1957967396117374,0.16808983198604366,-0.03806261728818797,0.02900206251823015,0.03762899718806142
9561,-0.8700901581182606,0.19203482486874918,0.7531527201023648,-0.3465209627632547,0.3609815117909575,0.10007140857756945,-0.13336576357869326,-0.04325491873198668,0.03683756007247263,0.030430262771711063
7773,-0.8666427377811506,0.2565552021801908,0.320744982802312,-0.2830744356728946,-0.4302863051986503,0.12670361784595088,-0.006746990188232073,-0.10933338151683424,0.04238813969209347,0.24767546507554283
4140,-0.8681903297271906,0.2938530109575941,-0.038749638777800355,-0.0713193841569863,-0.42390104400197753,-0.3385110355644214,-0.42725435786043736,-0.07100200134717138,0.08747383318184125,0.03874975214719247
7535,-0.8741635413162362,0.28416876481450876,0.1032990766870231,0.08545968871741107,-0.5044551918587462,0.05900342942259471,-0.05767917486143769,-0.17130170546773552,0.030579726789378637,-0.01906056243773491
2918,0.6818139982704194,-0.728224433008052,0.5720407219598832,0.4303939847559166,0.0671874804275422,0.018466049619399478,-0.09949973759880729,-0.1517990527466806,-0.11191335788938489,-0.06390626777708064
4880,-0.8905333901637336,0.2813005950792831,0.2239004371599134,0.8449337554505933,0.2268543989041076,0.2661711231218133,0.34519331797587854,-0.09322848181637128,-0.02263612289925758,-0.1822759413331994
3649,-0.8625871247702613,0.35153429501344413,-0.4121747837112566,-0.03916946637608456,-0.2583159212080056,0.08454610150623643,-0.2492205164995312,-0.06340747673087559,0.07827333108295009,0.344579439302791
9599,-0.8741729281308772,0.2260535868805264,0.585558464179473,0.4368239637757738,0.06506028526215284,-0.05849615171986989,-0.40933259709910547,-0.055231949745926406,0.06947800566522236,0.07195656571607023
2996,3.638138851461771,-1.5583989481920484,0.17077475497722677,0.1012305522118149,-0.5450529004162432,-0.01155724878821122,0.26628062910281836,-0.4650399577631314,1.7412614553981025,-0.2495087486067304
711,0.6848421479470026,-0.651610734975392,-0.014103030067538979,0.3110890558304622,0.2742695025761965,0.191218196472855,0.2686367761754958,-0.021788857159912623,-0.108915657829733,0.30598287475428065
4179,0.693392087848466,-0.771074831770428,0.8216576734539048,-0.31706961548132434,0.3164477201129598,0.12082167919975904,-0.34369785246033513,-0.14112721026471703,-0.0885013485090375,0.019922770940326455
8408,-0.8784865276429614,0.2486066813642369,0.3456755519241472,0.4545890580563173,0.25982324041123944,-0.3548314026990772,-0.3056297146192487,-0.03862099726631826,0.06649266463096827,0.08751546171811908
7211,-0.8701116770329578,0.320031485075265,-0.2786928275187437,-0.36896514900511157,-0.033811622536370184,-0.2563104118827665,0.2026318620284149,0.03930732095079697,0.045627937143640086,0.18801160695923338
7265,-0.8783698159525553,0.26903730823788957,0.23377281077625753,0.5192418215835042,0.20299610391618664,-0.28727812695220467,-0.1153083346280572,0.2876935393001938,0.08253774912498245,-0.2614767946946132
273,0.6768013104385998,-0.6088869622778675,-0.42883787622144093,0.48310217608780237,0.41695367277103085,-0.14674309353965861,0.19078458738579362,0.01175359436901534,-0.10735544299887774,-0.09339488749136315
4740,0.6885448384518768,-0.7333686362614662,0.5935920526389772,0.11566099177476456,0.1757486873473614,0.12604865377261804,-0.29374426460767855,-0.20788951596467,-0.10380283440102832,-0.0397373655473844
6558,-0.8743474122261399,0.3695054098686565,-0.5537111809756414,0.47750864938980386,0.727937001932216,0.5015885676350574,-0.14113019463491383,-0.16639936729401616,0.004601130276692143,-0.14453994896127825
116,-0.8760537688798565,0.3229496350699211,-0.2123004717190786,0.301039755166384,0.5157753508551991,-0.17837664786594973,0.26069773366215704,0.03995834194099462,0.02371561912185852,0.27847413222183837
2361,0.7025475112510906,-0.5928359028177197,-0.5901550290684892,-0.626865744214248,0.19065574827600917,-0.13071949262480792,0.15643530287828225,0.18409825011390998,-0.07273651838901386,0.08582790536555168
3329,-0.8540360163575444,0.37251504401268876,-0.6730062524394039,-0.7665212730627493,0.28259710784759406,0.538782702571896,-0.22699994099483903,0.09246408035390843,0.06107652156484092,-0.1917602767053978
7647,-0.8738157424252353,0.29541727479451796,-0.015257285990218783,-0.04137527558740836,-0.3896861024818115,-0.012175136082205839,-0.09624945841777655,-0.1740762327182114,0.02482410394004705,-0.12954524298185852
2083,0.6945989678023382,-0.6871621150144323,0.20206750861099362,-0.36392542917047954,0.42728696894292234,0.3851653543945661,0.1395637798235419,-0.022141019541692276,-0.09908044725884906,0.3799542396668359
5166,-0.8834581654846079,0.28394136032771095,0.14090015676573375,0.2582209890385019,-0.5027442187496537,0.2503604314783397,0.4196502979019204,-0.1753347802318209,-0.019219244927998702,-0.06549099129877375
1919,-0.8650063320213037,0.4298324361513996,-1.0397565213007782,0.13063980545685328,0.06444082979328851,0.042370939711921095,-0.05402881268893895,-0.11264026792185375,0.0267958197500989,-0.018287077767916028
9039,3.2564129190322793,2.007525579731698,0.7171224406952498,-0.063640064510652,-0.5997577910139696,0.19888596966390704,-0.03172352991940914,-0.20816824721898455,-0.0789377538073654,-0.0274135865449384
8937,-0.8633029377845727,0.28306000153107364,0.004501016452513694,-0.6620734426432348,-0.0633364905398813,-0.31240126521410216,0.02156572952458997,0.19776908798651835,0.07834515298054748,0.04812151869032212
6074,-0.8683531357537548,0.26271856653942266,0.25878396282380084,-0.43257737402868496,-0.2616219979882479,0.22919229648308437,0.26072801662259515,-0.18868676373061052,-0.012166547613519119,0.04358418859746628
